id,name,sex,age,class,school_id,created_at,updated_at,gender,photo,teacher_id,class_id,student_code,date_of_birth,nationality,ethnicity,religion,guardian_name,guardian_relationship,guardian_phone,guardian_occupation,home_address,home_village,home_commune,home_district,home_province,distance_from_school,transportation_method,has_disability,disability_type,receives_scholarship,scholarship_amount,enrollment_date,enrollment_status,status_change_date,status_change_reason,previous_year_grade,previous_school,attendance_rate,days_absent,health_conditions,last_health_check,height_cm,weight_kg,nutrition_status,receives_meal_support,learning_difficulties,special_needs,teacher_notes,extra_activities,achievements,siblings_count,sibling_position,family_income_level,has_birth_certificate,birth_certificate_number,pilot_school_id
848,សុខុម លឹម 15,female,14,Grade 6,1,2025-09-04 08:51:58,2025-09-04 08:51:58,female,,23,,,2011-08-20,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-21,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
849,ស្រីពេជ្រ ច័ន្ទ 16,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2011-08-13,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-16,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
850,សុវណ្ណ ធី 17,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2011-02-17,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-28,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
851,សុខា ឌឿន 18,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2010-10-13,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-01,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
852,ភក្តី ហុក 19,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2011-07-19,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
853,សុម ម៉េង 20,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,23,,,2011-08-27,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
854,គន្ធា វិន 21,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2011-01-16,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-02,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
855,ស្រីមុំ សេង 22,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,22,,,2010-10-07,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-16,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
856,សុផាត គង់ 23,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2011-03-18,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
857,សុវណ្ណ សុខ 24,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2011-02-24,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-23,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
858,សុផាត គឹម 25,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2010-12-14,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-27,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
859,ភក្តី សេង 26,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,23,,,2010-12-28,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-02,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
860,សុម គឹម 27,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2010-12-15,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-21,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
861,រតនា សុវណ្ណ 28,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2011-01-30,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-12,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
862,ច័ន្ទរស្មី ធី 29,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,22,,,2010-12-07,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
863,មករា ឈុន 30,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,22,,,2011-07-01,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
864,សុខេន ថុល 31,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2011-05-11,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-16,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
865,រតនា លឹម 32,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,22,,,2011-02-17,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-24,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
866,សោម៉ា សេង 33,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2011-07-02,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
867,សុភ័ក្ត្រ ហុក 34,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2010-10-01,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-07,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
868,ភក្តី គង់ 35,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2010-11-24,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
869,ច័ន្ទនី គង់ 36,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2011-03-09,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-08,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
870,ច័ន្ទនី ថុល 37,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,22,,,2011-05-22,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
871,សុវណ្ណី លឹម 38,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2011-04-30,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
872,ច័ន្ទ យ៉ាន 39,female,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,female,,23,,,2011-03-06,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-06,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
873,សុភ័ក្ត្រ យ៉ាន 40,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,23,,,2010-12-18,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-06,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
874,រស្មី ចាន់ 41,male,14,Grade 6,1,2025-09-04 08:51:59,2025-09-04 08:51:59,male,,22,,,2010-10-27,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-10,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
875,ចាន់ធី រស់ 1,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,24,,,2012-10-04,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-07,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
876,សុវណ្ណី ឈុន 2,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,25,,,2013-03-15,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
877,ភក្តី ភួង 3,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,26,,,2013-09-02,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-21,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
878,ច័ន្ទ លី 4,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,24,,,2013-04-01,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-24,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
879,សុខុម សាន 5,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,25,,,2013-07-28,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-30,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
880,សុផាត សុខ 6,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,25,,,2012-10-25,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-30,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
881,សុភាព សុវណ្ណ 7,male,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,male,,26,,,2013-02-12,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-09,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
882,ម៉ាលី គឹម 8,male,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,male,,25,,,2012-11-12,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-18,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
883,ពិទូ សុខ 9,male,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,male,,24,,,2013-07-12,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-10,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
884,គន្ធា គឹម 10,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,24,,,2013-02-15,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-27,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
885,សុខុម ធី 11,female,12,Grade 4,1,2025-09-04 08:52:00,2025-09-04 08:52:00,female,,24,,,2012-11-17,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-07,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
886,សុភ័ក្ត្រ ឌឿន 12,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,25,,,2013-03-14,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-18,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
887,សុខុម គង់ 13,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,25,,,2013-03-22,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-20,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
888,ច័ន្ទរស្មី សាន 14,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,25,,,2013-06-08,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-14,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
889,ស្រីពេជ្រ វិន 15,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,24,,,2013-06-17,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-07,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
890,ម៉ាលី ម៉េង 16,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,25,,,2013-04-17,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
891,កញ្ញា ថុល 17,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,25,,,2013-05-30,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
892,ច័ន្ទរស្មី ចាន់ 18,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,25,,,2013-08-19,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-29,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
893,គន្ធា ឌឿន 19,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,26,,,2013-08-19,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-02,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
894,សុភ័ក្ត្រ សេង 20,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,26,,,2012-09-18,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-31,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
895,គន្ធា ឈុន 21,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,24,,,2013-03-15,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
896,ភក្តី ថុល 22,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,24,,,2012-12-16,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
897,សុវណ្ណ សុខ 23,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,26,,,2012-09-20,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-22,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
898,កញ្ញា រស់ 24,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,26,,,2013-02-06,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
899,ច័ន្ទរស្មី ឌឿន 25,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,24,,,2013-04-22,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
900,គន្ធា ម៉េង 26,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,25,,,2012-12-01,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
901,ច័ន្ទនី ថុល 27,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,26,,,2012-11-29,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-03,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
902,ស្រីមុំ រស់ 28,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,24,,,2013-07-06,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-15,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
903,សុខុម ថុល 29,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,26,,,2012-09-30,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-14,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
904,ពិសាខ សេង 30,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,25,,,2013-08-29,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-31,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
905,សុវណ្ណ ឈុន 31,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,25,,,2013-01-12,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-29,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
906,បុ៊នលី គឹម 32,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,26,,,2013-08-07,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-30,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
907,សុផាត ច័ន្ទ 33,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,24,,,2013-03-06,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-21,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
908,សុភាព លី 34,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,25,,,2012-11-06,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-04,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
909,គន្ធា សេង 35,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,26,,,2013-06-20,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-08,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
910,សុខា ឈុន 36,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,25,,,2012-09-17,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-09,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
911,ចន្ទា គឹម 37,male,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,24,,,2012-11-20,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-10,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
912,ច័ន្ទ ធី 38,female,12,Grade 4,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,24,,,2013-02-03,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-14,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
913,សោម៉ា សាន 1,female,13,Grade 5,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,25,,,2012-07-01,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
914,រស្មី លឹម 2,female,13,Grade 5,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,25,,,2012-05-03,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-20,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
915,ចន្ទា ឈុន 3,female,13,Grade 5,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,25,,,2012-05-23,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-30,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
916,ពេជ្រ ហុក 4,male,13,Grade 5,1,2025-09-04 08:52:01,2025-09-04 08:52:01,male,,26,,,2012-04-10,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-09,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
917,ច័ន្ទ ឈុន 5,female,13,Grade 5,1,2025-09-04 08:52:01,2025-09-04 08:52:01,female,,24,,,2012-08-18,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-04,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
918,រតនា លី 6,male,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,male,,25,,,2012-05-05,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-23,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
919,ចាន់ធី វិន 7,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,24,,,2011-11-13,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
920,គន្ធា ច័ន្ទ 8,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,26,,,2011-11-30,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-29,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
921,សុវណ្ណី ឈុន 9,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,26,,,2012-06-07,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
922,សុភាព ចាន់ 10,male,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,male,,25,,,2012-08-26,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
923,សុភ័ក្ត្រ ចាន់ 11,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,24,,,2012-05-17,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
924,សុម សាន 12,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,25,,,2012-05-31,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-18,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
925,បុ៊នលី សាន 13,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,25,,,2012-01-20,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-22,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
926,សុផាត យ៉ាន 14,male,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,male,,26,,,2011-10-15,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-29,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
927,ពិទូ លឹម 15,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,26,,,2012-08-31,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-22,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
928,សុភាព លឹម 16,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,25,,,2012-06-27,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
929,សុខា ច័ន្ទ 17,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,25,,,2011-09-14,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-15,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
930,សុភ័ក្ត្រ ច័ន្ទ 18,male,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,male,,24,,,2012-01-08,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
931,សុភាព ឈុន 19,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,24,,,2011-10-02,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-27,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
932,ប៊ុនធឿន យ៉ាន 20,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,24,,,2011-11-13,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-31,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
933,ភក្តី យ៉ាន 21,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,25,,,2011-10-03,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
934,រស្មី ច័ន្ទ 22,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,24,,,2011-10-28,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-12,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
935,គន្ធា គឹម 23,male,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,male,,25,,,2012-09-04,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-20,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
936,រស្មី សាន 24,female,13,Grade 5,1,2025-09-04 08:52:02,2025-09-04 08:52:02,female,,26,,,2011-12-07,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-09,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
937,ម៉ាលី រស់ 25,male,13,Grade 5,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,24,,,2012-02-11,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-30,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
938,ភក្តី គង់ 26,female,13,Grade 5,1,2025-09-04 08:52:03,2025-09-04 08:52:03,female,,26,,,2012-02-22,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-25,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
939,ច័ន្ទរស្មី ហុក 27,female,13,Grade 5,1,2025-09-04 08:52:03,2025-09-04 08:52:03,female,,25,,,2011-10-04,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-02,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
940,ច័ន្ទ សុវណ្ណ 28,male,13,Grade 5,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,26,,,2012-01-10,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-30,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
941,ចាន់ធី ភួង 29,female,13,Grade 5,1,2025-09-04 08:52:03,2025-09-04 08:52:03,female,,25,,,2011-12-01,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
942,ចន្ទា រស់ 30,male,13,Grade 5,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,24,,,2012-09-01,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-18,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
943,សោម៉ា គឹម 1,male,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,26,,,2010-10-12,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-22,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
944,ច័ន្ទរស្មី ម៉េង 2,female,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,female,,24,,,2010-12-20,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-02,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
945,បុ៊នលី ឈុន 3,male,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,25,,,2011-05-22,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-14,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
946,សុខុម ច័ន្ទ 4,male,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,26,,,2010-12-11,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-11,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
947,សោម៉ា សុវណ្ណ 5,male,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,26,,,2011-02-18,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-11,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
948,ចាន់ធី ច័ន្ទ 6,male,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,24,,,2011-04-14,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-02,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
949,ច័ន្ទរស្មី សាន 7,male,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,male,,25,,,2010-10-24,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-01,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
950,ចាន់ធី ឌឿន 8,female,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,female,,24,,,2010-11-04,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-04,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
951,ច័ន្ទរស្មី រស់ 9,female,14,Grade 6,1,2025-09-04 08:52:03,2025-09-04 08:52:03,female,,24,,,2011-08-09,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-12,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
